|Query ID|Prediction
1890|9707|16
1891|9454|13
1892|11636|1
1893|3747|17
1894|5851|0
1895|3851|12
1896|110|9
1897|7065|1
1898|5286|17
1899|9396|17
1900|69|0
1901|164|6
1902|4343|16
1903|6145|17
1904|7917|17
1905|651|10
1906|6082|13
1907|8110|14
1908|7159|4
1909|734|7
1910|5422|14
1911|3916|2
1912|7123|2
1913|8029|2
1914|601|8
1915|8182|13
1916|5852|16
1917|7670|18
1918|2897|6
1919|1629|18
1920|8426|11
1921|5909|11
1922|7683|1
1923|10713|3
1924|9230|2
1925|6141|3
1926|5587|4
1927|2679|9
1928|7322|3
1929|4796|5
1930|9562|4
1931|6504|17
1932|1854|8
1933|3827|4
1934|7887|16
1935|2923|15
1936|9910|5
1937|1767|18
1938|4558|17
1939|1071|6
1940|3586|16
1941|8423|14
1942|5803|16
1943|6104|5
1944|3180|14
1945|10356|12
1946|1335|16
1947|852|9
1948|10115|1
1949|34|14
1950|1415|13
1951|8097|1
1952|4372|12
1953|1842|14
1954|3321|3
1955|4542|8
1956|6858|7
1957|5968|5
1958|10098|15
1959|6393|11
1960|10067|3
1961|6583|7
1962|1456|17
1963|4589|14
1964|3499|13
1965|7352|13
1966|5162|7
1967|6311|13
1968|8956|14
1969|894|0
1970|366|5
1971|1555|7
1972|5128|16
1973|11437|19
1974|4364|7
1975|6987|17
1976|564|1
1977|6690|14
1978|10392|4
1979|6580|9
1980|8840|17
1981|10074|15
1982|1086|5
1983|4884|16
1984|2095|13
1985|2951|9
1986|10568|18
1987|1262|18
1988|6969|9
1989|8729|16
1990|5255|2
1991|9771|5
1992|7921|13
1993|5993|16
1994|8135|14
1995|5100|10
1996|7117|18
1997|6538|16
1998|1268|9
1999|5074|16
2000|2401|9
2001|8948|5
2002|551|12
2003|5571|19
2004|10739|11
2005|2661|1
2006|10537|12
2007|9018|3
2008|9506|4
2009|8475|1
2010|5146|9
2011|1010|14
2012|2750|3
2013|10978|7
2014|7277|17
2015|6436|19
2016|10878|16
2017|1337|17
2018|4312|13
2019|8216|16
2020|8412|2
2021|8918|3
2022|8771|2
2023|4679|9
2024|5303|19
2025|4536|17
2026|4932|7
2027|2484|18
2028|5449|5
2029|361|2
2030|4078|4
2031|7895|11
2032|1880|17
2033|3831|11
2034|10439|4
2035|4941|13
2036|4739|12
2037|8116|7
2038|6800|17
2039|7960|13
2040|2413|17
2041|2157|12
2042|2248|18
2043|4311|13
2044|7422|14
2045|10959|6
2046|7796|9
2047|3520|19
2048|9444|0
2049|7521|17
2050|9052|4
2051|6304|15
2052|3305|16
2053|8884|13
2054|7373|12
2055|6807|11
2056|9253|16
2057|12063|8
2058|2308|17
2059|8522|13
2060|8452|15
2061|1621|16
2062|9134|6
2063|197|2
2064|7819|19
2065|300|1
2066|9149|12
2067|7815|13
2068|5268|0
2069|10902|5
2070|9037|8
2071|183|17
2072|2998|17
2073|400|4
2074|2261|12
2075|8571|13
2076|510|18
2077|5535|17
2078|4402|10
2079|8816|17
2080|8022|10
2081|1397|2
2082|10663|2
2083|6628|12
2084|7662|11
2085|1576|12
2086|9560|14
2087|7526|17
2088|2136|1
2089|6885|2
2090|675|7
2091|7354|10
2092|9086|2
2093|5707|0
2094|7233|2
2095|2721|13
2096|9644|17
2097|2063|19
2098|2892|15
2099|6867|17
2100|1526|7
2101|10560|14
2102|4543|15
2103|650|17
2104|5052|17
2105|1823|8
2106|3981|3
2107|2564|2
2108|10253|14
2109|531|2
2110|1054|14
2111|5095|5
2112|6220|12
2113|8721|17
2114|3971|12
2115|1669|0
2116|3470|16
2117|5281|19
2118|473|17
2119|265|14
2120|4908|6
2121|8892|9
2122|10041|3
2123|8564|16
2124|3107|7
2125|2709|6
2126|9518|3
2127|10124|7
2128|417|1
2129|2629|3
2130|5468|10
2131|9688|0
2132|737|19
2133|5398|14
2134|8529|19
2135|9024|7
2136|7990|13
2137|1145|3
2138|4644|10
2139|5168|3
2140|1355|17
2141|2662|15
2142|1500|4
2143|4676|2
2144|7344|13
2145|9446|5
2146|5625|17
2147|2455|19
2148|5573|9
2149|6877|3
2150|4214|17
2151|6578|7
2152|252|14
2153|8054|12
2154|4409|18
2155|1502|4
2156|7968|14
2157|11385|3
2158|3422|8
2159|6388|17
2160|310|4
2161|4172|14
2162|6486|13
2163|11609|12
2164|7593|17
2165|6503|15
2166|5338|13
2167|4539|17
2168|7647|0
2169|991|17
2170|8421|17
2171|580|18
2172|6573|12
2173|2506|15
2174|5981|3
2175|8897|17
2176|6556|17
2177|8723|14
2178|4577|9
2179|218|19
2180|3447|13
2181|1625|4
2182|4775|15
2183|5696|15
2184|3884|5
2185|6251|5
2186|1538|8
2187|9263|17
2188|10090|7
2189|4067|14
2190|533|4
2191|6776|16
2192|10895|10
2193|5699|12
2194|4468|3
2195|8632|8
2196|3603|3
2197|90|7
2198|7857|17
2199|442|8
2200|4750|19
2201|4216|11
2202|11334|13
2203|4060|1
2204|2142|12
2205|6149|10
2206|3372|0
2207|3242|17
2208|3688|18
2209|8855|7
2210|2472|8
2211|3535|7
2212|12425|8
2213|4537|18
2214|10882|12
2215|5724|19
2216|6087|15
2217|3834|11
2218|2817|8
2219|9479|13
2220|8832|13
2221|5722|4
2222|5301|3
2223|5960|19
2224|8976|17
2225|3757|9
2226|1169|9
2227|7466|6
2228|4916|6
2229|5598|1
2230|10872|15
2231|8010|17
2232|6165|2
2233|6694|12
2234|3354|13
2235|8702|18
2236|7214|4
2237|5423|18
2238|11012|3
2239|9921|9
2240|6558|13
2241|10776|4
2242|9087|17
2243|4793|7
2244|6064|8
2245|2342|7
2246|2055|5
2247|7974|10
2248|3474|14
2249|1208|14
2250|10810|14
2251|11141|8
2252|9503|19
2253|5791|5
2254|9734|0
2255|6290|15
2256|4781|12
2257|11532|8
2258|4416|2
2259|10862|3
2260|3513|8
2261|10569|15
2262|7904|19
2263|8577|17
2264|6274|7
2265|10046|18
2266|10923|3
2267|8367|6
2268|7424|15
2269|7200|17
2270|10818|18
2271|3929|13
2272|10787|17
2273|2166|2
2274|6618|9
2275|3256|15
2276|3189|6
2277|4274|17
2278|10282|2
2279|4294|16
2280|9502|13
2281|494|12
2282|1525|19
2283|10379|16
2284|3549|12
2285|878|8
2286|8102|18
2287|9349|18
2288|299|3
2289|5110|4
2290|2393|4
2291|2012|10
2292|6125|0
2293|908|16
2294|7044|16
2295|8748|16
2296|1214|0
2297|9933|6
2298|10326|12
2299|2844|4
2300|5274|0
2301|6585|16
2302|7879|10
2303|9180|19
2304|1742|9
2305|3198|5
2306|10412|13
2307|4308|6
2308|10247|2
2309|1987|16
2310|4168|0
2311|9099|4
2312|5214|11
2313|5802|14
2314|4367|9
2315|6142|18
2316|4406|14
2317|6925|18
2318|10171|11
2319|3712|12
2320|5455|7
2321|1404|8
2322|1619|19
2323|9296|14
2324|123|15
2325|4756|6
2326|4369|14
2327|7994|0
2328|6606|4
2329|1114|4
2330|9511|16
2331|1780|14
2332|7949|6
2333|10722|18
2334|6322|17
2335|2226|9
2336|6105|4
2337|3013|18
2338|2376|12
2339|1461|11
2340|3598|7
2341|357|15
2342|6267|8
2343|8381|17
2344|8615|8
2345|8638|13
2346|5912|1
2347|2359|17
2348|11082|17
2349|2919|14
2350|4143|3
2351|11090|3
2352|5103|17
2353|2786|17
2354|7398|13
2355|1347|16
2356|6623|16
2357|7785|1
2358|9040|18
2359|4954|4
2360|5965|3
2361|2936|16
2362|6174|0
2363|9848|13
2364|456|1
2365|3374|17
2366|1689|2
2367|7462|14
2368|422|19
2369|956|6
2370|8399|5
2371|4141|0
2372|116|12
2373|3493|1
2374|8169|13
2375|6133|3
2376|10582|18
2377|5849|4
2378|6076|3
2379|10925|3
2380|7361|3
2381|10205|14
2382|11405|7
2383|7056|7
2384|9429|7
2385|2589|0
2386|595|7
2387|3409|11
2388|4550|17
2389|257|12
2390|7140|7
2391|10593|15
2392|8989|15
2393|4428|4
2394|7482|3
2395|5041|17
2396|4457|8
2397|1692|12
2398|6029|0
2399|3370|16
2400|2154|17
2401|1204|13
2402|10545|6
2403|3076|15
2404|8507|12
2405|2449|17
2406|1530|12
2407|10823|15
2408|334|16
2409|8203|16
2410|2316|9
2411|10586|11
2412|6949|16
2413|9157|9
2414|3404|12
2415|2334|19
2416|10456|18
2417|9666|2
2418|5514|13
2419|870|0
2420|4317|3
2421|8060|17
2422|9053|2
2423|2642|3
2424|9635|6
2425|2727|2
2426|11279|7
2427|1111|15
2428|8937|11
2429|5266|15
2430|5137|18
2431|10933|3
2432|2757|19
2433|8447|14
2434|9547|10
2435|3173|13
2436|10682|6
2437|8415|17
2438|8775|9
2439|4961|2
2440|11221|3
2441|6683|14
2442|6574|7
2443|7454|3
2444|10236|9
2445|5631|0
2446|3621|12
2447|3527|2
2448|4782|13
2449|2991|0
2450|1168|7
2451|6312|19
2452|6163|16
2453|2415|9
2454|5806|4
2455|3589|18
2456|8511|14
2457|7485|2
2458|4313|9
2459|7297|1
2460|5881|12
2461|9938|2
2462|3960|0
2463|4351|2
2464|198|2
2465|5911|17
2466|9631|18
2467|827|0
2468|11168|2
2469|3825|4
2470|1472|15
2471|10000|18
2472|10275|2
2473|8712|17
2474|3403|0
2475|4154|17
2476|2040|1
2477|10898|18
2478|4531|0
2479|6689|16
2480|9733|6
2481|4696|14
2482|9704|16
2483|12173|8
2484|9789|3
2485|11052|14
2486|296|8
2487|9148|14
2488|8802|17
2489|2696|16
2490|8814|11
2491|6976|17
2492|2320|18
2493|9875|10
2494|6897|0
2495|9421|0
2496|9915|9
2497|9955|3
2498|685|14
2499|3231|4
2500|10478|13
2501|11146|11
2502|6586|5
2503|5129|3
2504|774|5
2505|9340|12
2506|8811|10
2507|5875|7
2508|2118|4
2509|5029|3
2510|1601|18
2511|5027|3
2512|6715|19
2513|9633|13
2514|11174|6
2515|6660|2
2516|4864|7
2517|6619|9
2518|7585|17
2519|5001|1
2520|3301|15
2521|9508|8
2522|5|13
2523|9566|9
2524|7192|10
2525|10139|3
2526|8111|7
2527|3963|2
2528|4811|14
2529|3063|8
2530|9262|18
2531|8727|3
2532|8302|7
2533|455|6
2534|5780|5
2535|11276|9
2536|9084|0
2537|923|10
2538|5390|6
2539|10024|4
2540|5556|7
2541|732|15
2542|4012|13
2543|9070|0
2544|10285|17
2545|10592|15
2546|3193|7
2547|2808|11
2548|2352|19
2549|1183|9
2550|3191|18
2551|8516|11
2552|5197|14
2553|447|12
2554|10123|5
2555|10774|13
2556|2682|14
2557|129|17
2558|9287|12
2559|2954|3
2560|1544|8
2561|5042|3
2562|10116|16
2563|11498|8
2564|815|6
2565|1950|9
2566|1697|17
2567|7249|12
2568|4533|2
2569|11199|17
2570|3673|7
2571|3262|13
2572|6528|16
2573|4248|17
2574|7892|3
2575|2471|2
2576|9797|13
2577|3477|11
2578|9465|17
2579|232|14
2580|11412|0
2581|7562|0
2582|762|15
2583|5499|6
2584|2783|17
2585|9982|3
2586|8518|15
2587|8647|17
2588|6442|10
2589|10912|16
2590|8218|7
2591|4788|2
2592|8599|19
2593|3445|11
2594|107|7
2595|1539|14
2596|1638|15
2597|8088|4
2598|7431|9
2599|6123|9
2600|3151|1
2601|4939|7
2602|11250|2
2603|4025|6
2604|5400|15
2605|4806|14
2606|1826|8
2607|8851|17
2608|1846|3
2609|1769|0
2610|2794|4
2611|5459|3
2612|3439|9
2613|10769|17
2614|240|18
2615|5891|3
2616|131|10
2617|3268|13
2618|7972|16
2619|4160|15
2620|1938|11
2621|9935|3
2622|7672|7
2623|1712|3
2624|8719|9
2625|7258|16
2626|2024|12
2627|11151|9
2628|4957|6
2629|454|17
2630|6664|9
2631|10411|9
2632|10190|16
2633|9358|12
2634|8590|8
2635|1098|3
2636|2177|12
2637|1143|5
2638|11177|8
2639|10628|3
2640|7157|4
2641|2011|5
2642|2453|9
2643|11337|3
2644|6201|16
2645|6427|14
2646|11005|7
2647|906|14
2648|4329|12
2649|6911|10
2650|11152|12
2651|3188|17
2652|2567|3
2653|10689|13
2654|10037|10
2655|5076|0
2656|9051|14
2657|5979|16
2658|1731|9
2659|6777|5
2660|11310|3
2661|2999|18
2662|9418|3
2663|8000|17
2664|4787|0
2665|9365|5
2666|8794|11
2667|5606|5
2668|6564|14
2669|4887|4
2670|6367|11
2671|11824|13
2672|10043|8
2673|6379|2
2674|10524|0
2675|9046|15
2676|3772|0
2677|10966|6
2678|7264|13
2679|1909|16
2680|5506|0
2681|3502|4
2682|1239|3
2683|730|14
2684|11001|3
2685|9405|3
2686|271|0
2687|3475|1
2688|3743|17
2689|578|6
2690|7524|9
2691|6156|18
2692|10001|4
2693|6031|4
2694|10142|17
2695|8183|18
2696|2425|3
2697|7439|4
2698|10528|18
2699|11408|13
2700|8455|9
2701|8196|11
2702|5384|2
2703|481|7
2704|3526|16
2705|9166|9
2706|9861|8
2707|3662|14
2708|1261|17
2709|7525|4
2710|7290|12
2711|8477|17
2712|9740|14
2713|2361|9
2714|3038|3
2715|1943|18
2716|3017|18
2717|3849|5
2718|4588|2
2719|127|5
2720|4703|7
2721|3919|17
2722|5006|19
2723|8429|6
2724|1650|2
2725|6587|16
2726|2521|7
2727|2022|15
2728|7189|17
2729|10089|4
2730|4910|7
2731|1333|8
2732|1273|4
2733|4490|9
2734|2518|17
2735|11911|19
2736|9847|10
2737|3143|10
2738|8662|8
2739|7844|18
2740|6749|13
2741|9513|16
2742|6412|16
2743|6051|16
2744|7267|15
2745|12450|8
2746|6764|16
2747|9865|4
2748|4469|7
2749|10055|17
2750|2140|3
2751|10298|9
2752|9371|10
2753|9020|18
2754|4720|0
2755|1112|7
2756|11208|16
2757|3267|6
2758|8192|12
2759|4004|6
2760|479|14
2761|10602|13
2762|6409|13
2763|10931|6
2764|2255|7
2765|8585|17
2766|8887|14
2767|741|9
2768|6740|8
2769|5322|6
2770|4763|10
2771|2209|3
2772|810|0
2773|6813|7
2774|8659|11
2775|5771|6
2776|9756|7
2777|9741|2
2778|8761|7
2779|10558|2
2780|8271|16
2781|4334|15
2782|5811|5
2783|3176|16
2784|9254|16
2785|7768|6
2786|10095|9
2787|8767|0
2788|2823|16
2789|8707|3
2790|5665|3
2791|10831|17
2792|628|18
2793|7269|19
2794|11335|16
2795|284|6
2796|11745|1
2797|2777|2
2798|6802|8
2799|6909|12
2800|6803|11
2801|3347|0
2802|1400|17
2803|9390|7
2804|11500|11
2805|4260|17
2806|10854|17
2807|3158|4
2808|7869|7
2809|11703|0
2810|4643|0
2811|1094|14
2812|6084|0
2813|7463|6
2814|9509|5
2815|3813|17
2816|1357|6
2817|6993|1
2818|3725|13
2819|10467|10
2820|2799|8
2821|4177|3
2822|624|1
2823|7285|0
2824|9487|8
2825|4966|7
2826|2856|4
2827|3840|18
2828|5886|15
2829|8605|14
2830|1450|12
2831|9147|16
2832|8255|0
2833|8616|7
2834|614|0
2835|945|17
2836|1304|15
2837|1004|18
2838|969|3
2839|5964|7
2840|10893|10
2841|604|14
2842|633|2
2843|1485|14
2844|1257|3
2845|3154|7
2846|8104|10
2847|3129|19
2848|893|2
2849|7941|9
2850|7600|15
2851|7300|1
2852|5116|16
2853|2523|14
2854|2007|15
2855|3146|4
2856|5660|15
2857|4117|18
2858|8770|9
2859|10178|15
2860|2330|6
2861|5458|3
2862|6951|9
2863|44|5
2864|9224|11
2865|6962|17
2866|7558|10
2867|6202|5
2868|9197|1
2869|4109|1
2870|8172|5
2871|947|12
2872|10063|3
2873|7587|18
2874|4844|4
2875|5607|17
2876|10866|19
2877|8534|9
2878|3252|1
2879|10175|12
2880|3434|5
2881|7371|10
2882|10650|10
2883|11223|10
2884|10032|12
2885|10448|16
2886|10353|8
2887|1149|16
2888|4139|8
2889|6956|12
2890|1542|4
2891|2934|7
2892|457|3
2893|239|14
2894|3345|16
2895|8246|6
2896|4922|2
2897|6758|10
2898|5617|11
2899|4855|13
2900|2141|1
2901|11106|6
2902|1768|7
2903|1391|16
2904|5823|16
2905|3610|2
2906|7219|15
2907|637|3
2908|3236|14
2909|8158|4
2910|8376|11
2911|256|5
2912|7961|8
2913|8414|4
2914|545|10
2915|7379|15
2916|7003|13
2917|1982|2
2918|7019|16
2919|1693|1
2920|5164|15
2921|5086|16
2922|1860|7
2923|1897|0
2924|973|1
2925|174|10
2926|5457|17
2927|2605|13
2928|423|12
2929|282|10
2930|10234|18
2931|872|0
2932|1577|17
2933|3511|4
2934|2179|13
2935|9724|17
2936|504|13
2937|8043|15
2938|7128|4
2939|9510|19
2940|5641|5
2941|2911|5
2942|6325|15
2943|11626|18
2944|324|8
2945|9401|13
2946|2115|12
2947|6112|17
2948|8543|4
2949|2914|0
2950|9874|11
2951|1557|13
2952|7673|6
2953|8495|9
2954|10295|19
2955|1228|1
2956|811|1
2957|846|10
2958|1042|13
2959|7791|14
2960|11529|12
2961|9085|4
2962|2707|10
2963|9059|9
2964|9111|16
2965|5648|15
2966|8733|14
2967|8757|9
2968|10451|13
2969|10322|7
2970|6217|15
2971|8934|7
2972|933|9
2973|2594|16
2974|3187|7
2975|786|2
2976|6560|3
2977|6920|8
2978|10102|13
2979|3528|14
2980|5878|14
2981|1392|17
2982|8835|17
2983|9330|15
2984|6857|15
2985|5872|0
2986|3806|9
2987|3327|4
2988|4971|17
2989|39|17
2990|3661|4
2991|2770|16
2992|163|3
2993|11588|13
2994|11859|8
2995|2497|16
2996|10330|13
2997|108|5
2998|8485|2
2999|6637|16
3000|159|11
3001|5270|17
3002|10773|4
3003|9068|4
3004|5115|4
3005|4467|2
3006|3720|14
3007|11610|7
3008|1705|3
3009|5362|8
3010|6363|14
3011|4834|16
3012|1006|5
3013|11053|3
3014|2159|12
3015|10482|5
3016|8619|17
3017|4226|13
3018|4933|6
3019|3435|17
3020|10210|3
3021|3711|16
3022|3848|15
3023|9902|15
3024|248|11
3025|8848|0
3026|10815|16
3027|1787|13
3028|325|13
3029|8489|15
3030|583|3
3031|6788|16
3032|1240|2
3033|4636|4
3034|11390|4
3035|10684|9
3036|4272|15
3037|5170|13
3038|6023|15
3039|10166|12
3040|6876|7
3041|6197|15
3042|8925|6
3043|9708|13
3044|12326|8
3045|3671|7
3046|9026|2
3047|3048|16
3048|3425|9
3049|7542|2
3050|2838|17
3051|11438|0
3052|10364|13
3053|9409|6
3054|5186|2
3055|9244|12
3056|1109|5
3057|9113|6
3058|1354|11
3059|5533|9
3060|2087|16
3061|9455|0
3062|10274|3
3063|1052|12
3064|4511|15
3065|7142|4
3066|76|2
3067|6360|14
3068|4501|13
3069|836|6
3070|4092|6
3071|2150|10
3072|9925|12
3073|826|13
3074|3970|14
3075|1806|3
3076|9907|16
3077|2565|17
3078|7851|12
3079|8669|19
3080|3926|3
3081|2188|12
3082|7004|12
3083|2576|17
3084|101|17
3085|3270|9
3086|4698|13
3087|7224|4
3088|10015|18
3089|6231|14
3090|9350|3
3091|1250|8
3092|4258|6
3093|2789|15
3094|4875|14
3095|1881|19
3096|3336|8
3097|5595|4
3098|11025|17
3099|782|5
3100|4398|11
3101|4505|16
3102|1097|7
3103|4671|3
3104|189|10
3105|1501|13
3106|11493|4
3107|9732|15
3108|2355|14
3109|3037|17
3110|6182|16
3111|525|14
3112|4229|0
3113|8205|10
3114|10223|16
3115|4477|2
3116|7052|3
3117|11769|8
3118|2029|4
3119|4110|4
3120|1828|6
3121|3745|9
3122|10636|4
3123|1248|3
3124|7191|1
3125|5469|2
3126|6646|10
3127|8921|13
3128|8690|7
3129|8789|14
3130|10096|6
3131|11171|17
3132|11022|17
3133|8207|16
3134|10848|9
3135|7823|11
3136|7367|0
3137|5000|17
3138|4882|17
3139|4575|12
3140|4217|0
3141|1405|5
3142|2470|16
3143|5502|2
3144|6794|11
3145|1775|13
3146|11637|12
3147|8188|18
3148|111|2
3149|4320|0
3150|7741|4
3151|1256|19
3152|11464|17
3153|11104|3
3154|3876|9
3155|10827|16
3156|2563|2
3157|9215|3
3158|6183|15
3159|1831|10
3160|6684|5
3161|407|15
3162|8954|1
3163|4283|15
3164|579|17
3165|4743|18
3166|11905|8
3167|8666|17
3168|8631|11
3169|642|15
3170|9808|10
3171|12248|18
3172|9200|2
3173|4456|5
3174|378|18
3175|2133|13
3176|224|15
3177|787|9
3178|1856|3
3179|4299|17
3180|7254|8
3181|7801|6
3182|6124|13
3183|9104|15
3184|10635|8
3185|5106|19
3186|5069|16
3187|10929|15
3188|3521|18
3189|5622|11
3190|5336|2
3191|3064|6
3192|2438|2
3193|8717|3
3194|1679|14
3195|1933|14
3196|9692|2
3197|6094|5
3198|9867|10
3199|814|6
3200|8986|3
3201|3565|19
3202|312|10
3203|9718|9
3204|6644|17
3205|1140|0
3206|9348|15
3207|9027|18
3208|1657|18
3209|1810|12
3210|7235|14
3211|3974|2
3212|6391|16
3213|12621|8
3214|1839|7
3215|10741|2
3216|11044|8
3217|9851|14
3218|2214|4
3219|9963|9
3220|9228|17
3221|9219|6
3222|2943|13
3223|7712|12
3224|2855|14
3225|11243|16
3226|7908|0
3227|777|17
3228|8675|17
3229|966|3
3230|5997|7
3231|280|10
3232|2515|4
3233|313|18
3234|3906|18
3235|5807|5
3236|9229|12
3237|8149|2
3238|505|18
3239|11749|11
3240|4579|2
3241|6705|9
3242|10148|15
3243|8790|19
3244|736|11
3245|6999|18
3246|6597|6
3247|3804|17
3248|6343|1
3249|5864|17
3250|3381|13
3251|5655|7
3252|1756|17
3253|10262|13
3254|9682|3
3255|918|3
3256|2184|14
3257|10584|11
3258|835|3
3259|4647|16
3260|8620|19
3261|7026|12
3262|5940|6
3263|8684|13
3264|7207|14
3265|10790|17
3266|8380|0
3267|6415|10
3268|4224|7
3269|5567|8
3270|4297|3
3271|7595|13
3272|7644|9
3273|10215|3
3274|4564|15
3275|3004|17
3276|8720|5
3277|7865|6
3278|12116|8
3279|9397|10
3280|3731|14
3281|10323|11
3282|9662|4
3283|3641|4
3284|588|10
3285|10551|2
3286|5555|9
3287|4574|7
3288|8304|17
3289|6240|4
3290|2560|19
3291|10270|18
3292|8498|16
3293|4534|13
3294|2431|10
3295|5057|2
3296|10710|18
3297|7544|18
3298|8843|19
3299|7309|15
3300|4410|12
3301|1388|13
3302|7419|4
3303|3964|6
3304|3841|3
3305|2432|17
3306|263|0
3307|8730|11
3308|10405|10
3309|5602|10
3310|11576|19
3311|7093|5
3312|11|2
3313|7397|18
3314|3568|2
3315|6972|0
3316|2284|17
3317|1884|13
3318|6153|6
3319|2759|4
3320|7825|10
3321|7789|12
3322|2830|9
3323|9987|19
3324|4055|2
3325|7284|15
3326|6554|0
3327|3134|12
3328|1153|2
3329|2130|4
3330|838|14
3331|8929|12
3332|4562|0
3333|6361|16
3334|3738|13
3335|10785|17
3336|1799|10
3337|828|13
3338|4599|13
3339|9765|17
3340|7896|6
3341|8538|17
3342|11071|18
3343|10830|18
3344|755|7
3345|10822|13
3346|2412|4
3347|1612|14
3348|211|13
3349|8896|6
3350|988|2
3351|7736|16
3352|949|14
3353|12020|19
3354|2842|17
3355|5614|13
3356|8411|7
3357|3319|2
3358|8508|14
3359|8353|2
3360|11278|3
3361|1244|19
3362|3131|16
3363|9677|9
3364|726|1
3365|1104|14
3366|11325|12
3367|9903|13
3368|695|18
3369|2825|16
3370|12774|11
3371|7220|14
3372|7459|19
3373|10268|3
3374|6828|10
3375|1032|10
3376|6631|3
3377|8363|17
3378|6401|3
3379|772|16
3380|2460|7
3381|8199|17
3382|2445|6
3383|5770|1
3384|4018|19
3385|4289|4
3386|10195|14
3387|7240|2
3388|7221|11
3389|9729|16
3390|10888|19
3391|7937|13
3392|2218|8
3393|4586|19
3394|8642|17
3395|5382|9
3396|11600|16
3397|10920|13
3398|7280|4
3399|8042|16
3400|9735|1
3401|1654|14
3402|10152|2
3403|11079|17
3404|3510|14
3405|5905|4
3406|8565|6
3407|4321|18
3408|414|18
3409|9856|10
3410|11159|10
3411|11452|1
3412|9626|2
3413|4006|13
3414|1274|3
3415|10664|10
3416|9387|6
3417|3958|15
3418|5870|10
3419|9014|2
3420|7515|3
3421|11118|3
3422|2849|3
3423|7304|14
3424|4119|4
3425|9177|19
3426|3597|16
3427|2396|4
3428|5944|15
3429|6180|2
3430|9671|0
3431|5645|10
3432|2953|2
3433|9661|12
3434|6706|0
3435|4967|9
3436|4182|6
3437|514|6
3438|9906|4
3439|10797|7
3440|7177|3
3441|5207|11
3442|986|13
3443|4760|17
3444|5439|15
3445|9364|3
3446|5058|9
3447|4896|9
3448|9779|19
3449|11387|1
3450|10826|17
3451|6400|7
3452|7483|0
3453|3317|10
3454|2904|2
3455|946|17
3456|11878|0
3457|9529|11
3458|7024|16
3459|5192|7
3460|5866|5
3461|2056|9
3462|391|16
3463|9107|12
3464|6289|16
3465|926|4
3466|9153|0
3467|3341|6
3468|2625|18
3469|9088|7
3470|10329|4
3471|11180|11
3472|206|19
3473|7029|7
3474|170|0
3475|204|4
3476|1232|19
3477|5610|17
3478|8108|17
3479|861|9
3480|599|9
3481|8340|14
3482|491|6
3483|8916|0
3484|10017|17
3485|738|17
3486|537|13
3487|4436|18
3488|3760|13
3489|9574|6
3490|4370|14
3491|4046|19
3492|8544|10
3493|6013|12
3494|7633|5
3495|9614|16
3496|6346|17
3497|7193|1
3498|6810|3
3499|3558|18
3500|3587|18
3501|704|18
3502|8686|9
3503|4748|10
3504|4921|2
3505|8391|4
3506|3571|19
3507|9710|17
3508|3723|16
3509|6015|9
3510|8665|9
3511|10026|9
3512|3431|7
3513|7333|9
3514|11317|10
3515|5541|14
3516|4514|7
3517|5489|17
3518|3689|13
3519|1916|1
3520|11788|8
3521|5501|3
3522|10435|15
3523|7072|6
3524|3482|5
3525|8354|2
3526|78|2
3527|4426|3
3528|7709|17
3529|2465|9
3530|7286|15
3531|1282|3
3532|9175|18
3533|7465|13
3534|3479|8
3535|9023|16
3536|1420|3
3537|7505|13
3538|12133|11
3539|2639|10
3540|524|17
3541|7215|12
3542|9174|15
3543|6756|12
3544|9877|12
3545|2298|3
3546|8229|17
3547|944|3
3548|3691|18
3549|843|15
3550|8322|17
3551|7740|16
3552|10140|7
3553|8089|18
3554|1017|13
3555|2984|14
3556|1721|12
3557|1359|5
3558|4031|3
3559|11286|17
3560|10404|15
3561|1408|13
3562|5062|12
3563|3379|14
3564|2877|5
3565|402|16
3566|9777|17
3567|10948|14
3568|8382|17
3569|7340|16
3570|6793|17
3571|6642|14
3572|1511|10
3573|2116|19
3574|5462|4
3575|4769|3
3576|10868|9
3577|472|18
3578|7435|13
3579|2390|15
3580|2344|19
3581|336|7
3582|316|10
3583|8171|18
3584|6006|14
3585|5600|16
3586|3611|11
3587|9298|17
3588|6121|19
3589|6154|14
3590|3781|14
3591|2358|4
3592|1562|0
3593|2731|14
3594|4083|5
3595|6929|3
3596|4452|12
3597|10717|0
3598|1424|17
3599|9675|14
3600|7586|18
3601|466|13
3602|10387|2
3603|5448|4
3604|3320|10
3605|9442|11
3606|2949|16
3607|1117|0
3608|7580|17
3609|7687|14
3610|2674|14
3611|4036|4
3612|2454|15
3613|3595|5
3614|7997|13
3615|4928|13
3616|1809|3
3617|10585|14
3618|2555|13
3619|4779|13
3620|6954|12
3621|1339|6
3622|6652|11
3623|7811|6
3624|6264|8
3625|6181|6
3626|4728|17
3627|4654|9
3628|3859|3
3629|5093|10
3630|790|15
3631|9393|9
3632|3975|8
3633|7321|0
3634|6651|10
3635|167|19
3636|10666|1
3637|1141|9
3638|10176|16
3639|2389|15
3640|10199|7
3641|3732|11
3642|9385|0
3643|5201|3
3644|8926|18
3645|10856|7
3646|5451|15
3647|8876|0
3648|1441|3
3649|10759|18
3650|8909|14
3651|7592|15
3652|7077|14
3653|5718|4
3654|1115|17
3655|7833|7
3656|9030|2
3657|10249|13
3658|10008|17
